"x"
"1" 18.5389778680665
"2" 19.0706746220555
"3" 17.9215737118294
"4" 18.5665364387509
"5" 18.1006411768816
"6" 16.2268729447389
"7" 18.6399903506119
"8" 17.399694193142
"9" 18.454184289893
"10" 18.2656169369179
"11" 17.7192091891019
"12" 18.4110934892091
"13" 18.6708722961843
"14" 18.2769163116985
"15" 18.5621755772589
"16" 18.4123477357901
"17" 18.5322550201397
"18" 18.6659567638896
"19" 18.2339996743946
"20" 18.1985717667417
"21" 18.103865074824
"22" 17.1365014749363
"23" 18.6570459083182
"24" 18.0191475637759
"25" 18.7121408374989
"26" 18.5880694579542
"27" 18.4529758204176
"28" 18.1325329012437
"29" 18.0580092912614
"30" 18.6369497443473
"31" 18.8292540037193
"32" 18.1150876122743
"33" 18.2149331351898
"34" 18.3291986764059
"35" 17.8208537375817
"36" 17.0366772250795
"37" 17.0366771337536
"38" 17.6283865652188
"39" 18.5152596007477
"40" 18.363696199138
"41" 17.9596279197425
"42" 18.4968293014133
"43" 17.934371167245
"44" 19.0435092411773
"45" 18.3156586548992
"46" 18.5544998877891
"47" 18.5243575111801
"48" 18.6960375832639
"49" 17.3610232270907
"50" 18.242702683077
