"x"
"1" 19.919299125018
"2" 19.9721635494029
"3" 19.78168927234
"4" 19.9156724987164
"5" 19.7692797698254
"6" 19.9466601628121
"7" 20.0802640240668
"8" 19.7957292485807
"9" 19.5955176653914
"10" 19.8836367732594
"11" 20.205139728992
"12" 20.2458668478125
"13" 20.2192590191906
"14" 20.0779232260487
"15" 20.195105688065
"16" 20.1033652384785
"17" 20.2897791263734
"18" 20.1264443628994
"19" 20.1017618438214
"20" 18.5218757241391
"21" 20.1860139527482
"22" 19.8158864322793
"23" 19.9785766674251
"24" 19.8229258554566
"25" 20.0929726413063
"26" 20.2863071746253
"27" 20.250151927117
"28" 20.2676708199379
"29" 20.1092981163631
"30" 20.2873845035471
"31" 20.1192578651784
"32" 20.0929824894311
"33" 19.7061199744408
"34" 19.796230968796
"35" 19.9543414905831
"36" 19.9139408839174
"37" 19.7455029127289
"38" 20.2569650732334
"39" 20.1217963708048
"40" 19.953265687439
"41" 20.1151299261833
"42" 20.262615392662
"43" 19.8928150212839
"44" 20.2273724099632
"45" 19.9323460518352
"46" 19.8245346547536
"47" 20.1060390803567
"48" 19.8673126637496
"49" 19.7753338239332
"50" 19.6450462550154
